图片,商家编码,商品名称,商品货号,商品简称,商品外部编码,允许负库存,商品分类,供应商,品牌,单位,备注,商品条码,商品条码2,商品条码3,规格名称,规格外部编码,标准售价,第二价格,第三价格,第四价格,重量(kg),销售积分,包装重量(kg),规格备注,扩展字段1,扩展字段2,扩展字段3,扩展字段4,扩展字段5,库存预警值,优先出库仓,库存同步类型,虚拟库存数,真实库存数,创建时间,创建人,修改时间,修改人,关联数,库位,打印数量
,7350022271722,LELO Oden黑色,,,,FALSE,LELO,,,,,7350022271722,,,LELO Oden黑色,,733.32,0.,0.,0.,0.44,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:43,liuxiyao,2017/7/10 23:56:13,liuxiyao,2,R1-08,1
,7350022271548,LELO Isla turquoise green 依姿拉（松石绿）按摩棒,,,,FALSE,LELO,,,,,7350022271548,,,LELO Isla turquoise green 依姿拉（松石绿）按摩棒,,708.,0.,0.,0.,0.54,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:43,liuxiyao,2017/7/10 23:56:13,liuxiyao,2,R1-12,1
,7350022271241,LELO 精油,,,,FALSE,LELO,,,,,7350022271241,,,LELO 精油,,162.,0.,0.,0.,0.39,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:42,liuxiyao,2017/7/10 23:56:13,liuxiyao,2,R2-10,1
,7350022271333,LELO Intima Blindfold Purple 茵缇玛丝绸眼罩（紫色）,,,,FALSE,LELO,,,,,7350022271333,,,LELO Intima Blindfold Purple 茵缇玛丝绸眼罩（紫色）,,253.,0.,0.,0.,0.09,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:42,liuxiyao,2017/7/10 23:56:13,liuxiyao,2,R2-08,1
,7350022271340,LELO Intima Blindfold Red 茵缇玛丝绸眼罩（红色）,,,,FALSE,LELO,,,,,7350022271340,,,LELO Intima Blindfold Red 茵缇玛丝绸眼罩（红色）,,253.,0.,0.,0.,0.09,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:42,liuxiyao,2017/7/10 23:56:13,liuxiyao,2,R2-07,1
,7350022275935,LELO Tiani2玫红色,,,,FALSE,LELO,,,,,7350022275935,,,LELO Tiani2玫红色,,642.8,0.,0.,0.,0.3,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:42,liuxiyao,2017/7/10 23:56:13,liuxiyao,2,R1-06,1
,7350022278301,LELO SMART WANDS PLUM智能按摩棒（紫色）中号,,,,FALSE,LELO,,,,,7350022278301,,,LELO SMART WANDS PLUM智能按摩棒（紫色）中号,,844.,0.,0.,0.,0.45,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:41,liuxiyao,2017/7/10 23:56:13,liuxiyao,2,Q4-15,1
,7350022278264,LELO SMART WANDS PLUM LARGE智能按摩棒（紫色）大号,,,,FALSE,LELO,,,,,7350022278264,,,LELO SMART WANDS PLUM LARGE智能按摩棒（紫色）大号,,1013.,0.,0.,0.,1.09,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:41,liuxiyao,2017/7/10 23:56:13,liuxiyao,2,R1-01,1
,7350022277687,LELO ELISE 2 pink 依莉丝（粉色）按摩棒,,,,FALSE,LELO,,,,,7350022277687,,,LELO ELISE 2 pink 依莉丝（粉色）按摩棒,,916.,0.,0.,0.,0.5,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:41,liuxiyao,2017/7/10 23:56:14,liuxiyao,2,R1-03,1
,7350022271111,LELO Mona红色,,,,FALSE,LELO,,,,,7350022271111,,,LELO Mona红色,,571.2,0.,0.,0.,0.5,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:41,liuxiyao,2017/7/10 23:56:14,liuxiyao,2,R2-14,1
,7350022271128,LELO Mona紫色,,,,FALSE,LELO,,,,,7350022271128,,,LELO Mona紫色,,571.2,0.,0.,0.,0.5,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:41,liuxiyao,2017/7/10 23:56:14,liuxiyao,2,R2-13,1
,QJ10123187,谜姬 千雪（胸部注水）充气娃娃,,,,FALSE,谜姬,,,,,QJ10123187,,,谜姬 千雪（胸部注水）充气娃娃,,144.,0.,0.,0.,3.07,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:40,liuxiyao,2017/7/10 23:56:13,liuxiyao,0,L1-12,1
,6937486600940,谜姬B5711温情型男-有线充电款（中号）,,,,FALSE,谜姬,,,,,6937486600940,,,谜姬B5711温情型男-有线充电款（中号）,,58.8,0.,0.,0.,0.41,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:40,liuxiyao,2017/7/10 23:56:13,liuxiyao,0,K2-14,1
,4526374218033,toysheart yuria充气娃娃,,,,FALSE,Toysheart,,,,,4526374218033,,,toysheart yuria充气娃娃,,432.,0.,0.,0.,1.87,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:40,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,L1-04,1
,4526374318009,toysheart momo充气娃娃,,,,FALSE,Toysheart,,,,,4526374318009,,,toysheart momo充气娃娃,,432.,0.,0.,0.,1.89,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:40,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,L1-03,1
,4526374617058,toysheart FW男用自慰胶,,,,FALSE,Toysheart,,,,,4526374617058,,,toysheart FW男用自慰胶,,169.2,0.,0.,0.,0.7,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:40,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,K2-04,1
,4526374811005,toysheart 巨匠之意,,,,FALSE,Toysheart,,,,,4526374811005,,,toysheart 巨匠之意,,590.4,0.,0.,0.,0.74,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:39,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,N3-02,1
,4526374218057,toysheart BACK STYLE超美脚充气娃娃,,,,FALSE,Toysheart,,,,,4526374218057,,,toysheart BACK STYLE超美脚充气娃娃,,64.8,0.,0.,0.,0.2,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:39,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,L1-07,1
,4526374827020,toysheart 后庭起立肛塞（粉色）,,,,FALSE,Toysheart,,,,,4526374827020,,,toysheart 后庭起立肛塞（粉色）,,46.8,0.,0.,0.,0.09,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:39,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,Q2-11,1
,4526374922015,toysheart 后挺震动棒（粉色）,,,,FALSE,Toysheart,,,,,4526374922015,,,toysheart 后挺震动棒（粉色）,,102.,0.,0.,0.,0.07,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:39,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,P2-06,1
,4526374327018,toysheart freedom后庭棒（粉色）,,,,FALSE,Toysheart,,,,,4526374327018,,,toysheart freedom后庭棒（粉色）,,50.4,0.,0.,0.,0.1,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:38,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,Q2-08,1
,4526374927034,toysheart pepper后挺棒（紫色）,,,,FALSE,Toysheart,,,,,4526374927034,,,toysheart pepper后挺棒（紫色）,,55.2,0.,0.,0.,0.09,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:38,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,P2-05,1
,4526374626289,toysheart WX10无线遥控跳蛋（黑色）,,,,FALSE,Toysheart,,,,,4526374626289,,,toysheart WX10无线遥控跳蛋（黑色）,,266.4,0.,0.,0.,0.13,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:38,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,Q4-13,1
,4526374926136,toysheart WV5无线遥控跳蛋（白色）,,,,FALSE,Toysheart,,,,,4526374926136,,,toysheart WV5无线遥控跳蛋（白色）,,273.6,0.,0.,0.,0.13,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:38,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,Q4-12,1
,4526374026058,toysheart 神秘跳蛋（棕色）,,,,FALSE,Toysheart,,,,,4526374026058,,,toysheart 神秘跳蛋（棕色）,,91.2,0.,0.,0.,0.1,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:38,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,Q4-14,1
,4526374026201,toysheart JO按摩棒（粉色）,,,,FALSE,Toysheart,,,,,4526374026201,,,toysheart JO按摩棒（粉色）,,138.,0.,0.,0.,0.14,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:37,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,Q3-14,1
,4526374026096,toysheart 无线遥控跳蛋（银色）,,,,FALSE,Toysheart,,,,,4526374026096,,,toysheart 无线遥控跳蛋（银色）,,375.6,0.,0.,0.,0.11,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:37,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,Q4-11,1
,4526374726019,toysheart FANTASIA跳蛋（红色）,,,,FALSE,Toysheart,,,,,4526374726019,,,toysheart FANTASIA跳蛋（红色）,,93.6,0.,0.,0.,0.12,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:37,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,Q4-15,1
,4526374126031,toysheart INSPI-GRIP手握跳蛋,,,,FALSE,Toysheart,,,,,4526374126031,,,toysheart INSPI-GRIP手握跳蛋,,87.6,0.,0.,0.,0.17,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:37,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,Q3-15,1
,4526374623103,toysheart 透明阳具（粉色加大号）,,,,FALSE,Toysheart,,,,,4526374623103,,,toysheart 透明阳具（粉色加大号）,,134.4,0.,0.,0.,0.49,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:37,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,K1-01,1
,4526374326325,toysheart N7震动棒（粉色）,,,,FALSE,Toysheart,,,,,4526374326325,,,toysheart N7震动棒（粉色）,,72.,0.,0.,0.,0.06,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:36,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,K3-09,1
,4526374526039,toysheart vibemore mini手指跳蛋,,,,FALSE,Toysheart,,,,,4526374526039,,,toysheart vibemore mini手指跳蛋,,54.,0.,0.,0.,0.04,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:36,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,K3-06,1
,4526374026171,toysheart Iipod音乐震动棒（红）,,,,FALSE,Toysheart,,,,,4526374026171,,,toysheart Iipod音乐震动棒（红）,,394.8,0.,0.,0.,0.19,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:36,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,K4-10,1
,4526374026195,toysheart Iipod音乐震动棒（黑）,,,,FALSE,Toysheart,,,,,4526374026195,,,toysheart Iipod音乐震动棒（黑）,,394.8,0.,0.,0.,0.19,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:36,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,K4-11,1
,4526374026188,toysheart Iipod音乐震动棒（银）,,,,FALSE,Toysheart,,,,,4526374026188,,,toysheart Iipod音乐震动棒（银）,,394.8,0.,0.,0.,0.19,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:36,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,K4-12,1
,4526374126024,toysheart 蝴蝶震动乳夹,,,,FALSE,Toysheart,,,,,4526374126024,,,toysheart 蝴蝶震动乳夹,,109.2,0.,0.,0.,0.05,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:35,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,Q2-12,1
,4526374026270,toysheart DM-7 AV棒（粉色）,,,,FALSE,Toysheart,,,,,4526374026270,,,toysheart DM-7 AV棒（粉色）,,198.,0.,0.,0.,0.4,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:35,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,Q1-03,1
,4526374126017,toysheart 北欧女神AV棒,,,,FALSE,Toysheart,,,,,4526374126017,,,toysheart 北欧女神AV棒,,272.4,0.,0.,0.,0.31,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:35,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,Q1-07,1
,4526374325038,toysheart cross震动棒,,,,FALSE,Toysheart,,,,,4526374325038,,,toysheart cross震动棒,,302.4,0.,0.,0.,0.37,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:35,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,K1-07,1
,4526374125010,toysheart 波纹震动棒,,,,FALSE,Toysheart,,,,,4526374125010,,,toysheart 波纹震动棒,,357.6,0.,0.,0.,0.44,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:35,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,K1-06,1
,4526374026157,toysheart 大鼻子玩偶跳蛋,,,,FALSE,Toysheart,,,,,4526374026157,,,toysheart 大鼻子玩偶跳蛋,,426.,0.,0.,0.,0.54,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:34,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,Q1-01,1
,4526374026133,toysheart X20双头跳蛋,,,,FALSE,Toysheart,,,,,4526374026133,,,toysheart X20双头跳蛋,,267.6,0.,0.,0.,0.2,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:34,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,K2-07,1
,4526374326363,toysheart w&w 跳蛋,,,,FALSE,Toysheart,,,,,4526374326363,,,toysheart w&w 跳蛋,,267.6,0.,0.,0.,0.16,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:34,liuxiyao,2017/7/10 23:56:13,liuxiyao,0,K2-05,1
,4526374225147,toysheart DEEP按摩棒,,,,FALSE,Toysheart,,,,,4526374225147,,,toysheart DEEP按摩棒,,198.,0.,0.,0.,0.21,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:34,liuxiyao,2017/7/10 23:56:13,liuxiyao,0,Q1-06,1
,6922359301314,取悦 鸡蛋自慰器2号红色,,,,FALSE,取悦,,,,,6922359301314,,,取悦 鸡蛋自慰器2号红色,,11.,0.,0.,0.,0.05,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:33,liuxiyao,2017/7/10 23:56:12,liuxiyao,1,T3-01,1
,6922359301512,取悦阳具 地狱超屌 艾德文,,,,FALSE,取悦,,,,,6922359301512,,,取悦阳具 地狱超屌 艾德文,,41.8,0.,0.,0.,0.33,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:33,liuxiyao,2017/7/10 23:56:12,liuxiyao,3,T3-02,1
,6922359301499,取悦阳具 地狱超屌 科兹莫,,,,FALSE,取悦,,,,,6922359301499,,,取悦阳具 地狱超屌 科兹莫,,41.8,0.,0.,0.,0.36,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:33,liuxiyao,2017/7/10 23:56:12,liuxiyao,3,T3-03,1
,6922359301505,取悦阳具 本色摩根 跟之欲-摩根,,,,FALSE,取悦,,,,,6922359301505,,,取悦阳具 本色摩根 跟之欲-摩根,,41.8,0.,0.,0.,0.36,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:33,liuxiyao,2017/7/10 23:56:12,liuxiyao,3,T3-04,1
,6922359301178,取悦阳具 修罗斗士 潮吹战神 ,,,,FALSE,取悦,,,,,6922359301178,,,取悦阳具 修罗斗士 潮吹战神 ,,16.5,0.,0.,0.,0.27,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:33,liuxiyao,2017/7/10 23:56:12,liuxiyao,2,T3-05,1
,6922359301161,取悦阳具 修罗斗士 浴火神炮 ,,,,FALSE,取悦,,,,,6922359301161,,,取悦阳具 修罗斗士 浴火神炮 ,,13.2,0.,0.,0.,0.23,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:32,liuxiyao,2017/7/10 23:56:12,liuxiyao,1,T4-01,1
,6931870510136,琦莎chisa GK激情凸点耐力环,,,,FALSE,琦莎chisa,,,,,6931870510136,,,琦莎chisa GK激情凸点耐力环,,8.4,0.,0.,0.,0.04,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:32,liuxiyao,2017/7/10 23:56:12,liuxiyao,1,L1-08,1
,6931870510013,琦莎chisa GK3倍聚能耐力环,,,,FALSE,琦莎chisa,,,,,6931870510013,,,琦莎chisa GK3倍聚能耐力环,,18.,0.,0.,0.,0.06,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:32,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,L1-09,1
,6900020010006,加藤鹰-阳具套环,,,,FALSE,加藤鹰,,,,,6900020010006,,,加藤鹰-阳具套环,,27.6,0.,0.,0.,0.11,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:32,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,H4-15,1
,4560444114092,lovecloud usp01 黑,,,,FALSE,Lovecloud,,,,,4560444114092,,,lovecloud usp01 黑,,156.,0.,0.,0.,0.06,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:31,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R1-05,1
,4560444114108,lovecloud usp02 红,,,,FALSE,Lovecloud,,,,,4560444114108,,,lovecloud usp02 红,,156.,0.,0.,0.,0.06,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:31,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R1-08,1
,4560444114115,lovecloud usp03 白,,,,FALSE,Lovecloud,,,,,4560444114115,,,lovecloud usp03 白,,156.,0.,0.,0.,0.06,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:31,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R1-07,1
,4560444114122,lovecloud usp04 黑,,,,FALSE,Lovecloud,,,,,4560444114122,,,lovecloud usp04 黑,,156.,0.,0.,0.,0.06,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:31,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R1-02,1
,4560444114139,lovecloud usp05 红,,,,FALSE,Lovecloud,,,,,4560444114139,,,lovecloud usp05 红,,156.,0.,0.,0.,0.05,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:31,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R1-04,1
,4560444114146,lovecloud usp06 红,,,,FALSE,Lovecloud,,,,,4560444114146,,,lovecloud usp06 红,,156.,0.,0.,0.,0.07,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:30,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R1-09,1
,4560444114153,lovecloud usp07 黑,,,,FALSE,Lovecloud,,,,,4560444114153,,,lovecloud usp07 黑,,156.,0.,0.,0.,0.05,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:30,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R1-03,1
,4560444114160,lovecloud usp08 紫,,,,FALSE,Lovecloud,,,,,4560444114160,,,lovecloud usp08 紫,,156.,0.,0.,0.,0.05,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:30,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R2-03,1
,4560444114177,lovecloud usp09 蓝,,,,FALSE,Lovecloud,,,,,4560444114177,,,lovecloud usp09 蓝,,156.,0.,0.,0.,0.05,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:30,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R2-08,1
,4560444114184,lovecloud usp10 黄,,,,FALSE,Lovecloud,,,,,4560444114184,,,lovecloud usp10 黄,,156.,0.,0.,0.,0.05,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:30,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R2-07,1
,4560444114191,lovecloud usp11 黑,,,,FALSE,Lovecloud,,,,,4560444114191,,,lovecloud usp11 黑,,156.,0.,0.,0.,0.07,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:29,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R1-10,1
,4560444114207,lovecloud usp12 蓝,,,,FALSE,Lovecloud,,,,,4560444114207,,,lovecloud usp12 蓝,,156.,0.,0.,0.,0.08,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:29,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R2-01,1
,4560444114214,lovecloud usp13 橙,,,,FALSE,Lovecloud,,,,,4560444114214,,,lovecloud usp13 橙,,156.,0.,0.,0.,0.08,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:29,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R2-02,1
,4560444114221,lovecloud usp14 黑,,,,FALSE,Lovecloud,,,,,4560444114221,,,lovecloud usp14 黑,,156.,0.,0.,0.,0.09,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:29,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R3-04,1
,4560444114238,lovecloud usp15 黑,,,,FALSE,Lovecloud,,,,,4560444114238,,,lovecloud usp15 黑,,156.,0.,0.,0.,0.07,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:29,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R3-01,1
,4560444114245,lovecloud usp16 黑,,,,FALSE,Lovecloud,,,,,4560444114245,,,lovecloud usp16 黑,,156.,0.,0.,0.,0.07,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:28,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R2-04,1
,4560444114252,lovecloud usp17 绿,,,,FALSE,Lovecloud,,,,,4560444114252,,,lovecloud usp17 绿,,156.,0.,0.,0.,0.05,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:28,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R3-07,1
,4560444114269,lovecloud usp18 黑,,,,FALSE,Lovecloud,,,,,4560444114269,,,lovecloud usp18 黑,,156.,0.,0.,0.,0.05,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:28,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R2-09,1
,4560444114276,lovecloud usp19 橙,,,,FALSE,Lovecloud,,,,,4560444114276,,,lovecloud usp19 橙,,156.,0.,0.,0.,0.1,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:28,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R1-01,1
,4560444114283,lovecloud usp20 蓝,,,,FALSE,Lovecloud,,,,,4560444114283,,,lovecloud usp20 蓝,,156.,0.,0.,0.,0.07,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:28,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R1-06,1
,4560444114290,lovecloud usp21 红,,,,FALSE,Lovecloud,,,,,4560444114290,,,lovecloud usp21 红,,156.,0.,0.,0.,0.09,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:27,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R3-05,1
,4560444114306,lovecloud usp22 蓝,,,,FALSE,Lovecloud,,,,,4560444114306,,,lovecloud usp22 蓝,,156.,0.,0.,0.,0.07,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:27,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R3-03,1
,4560444114313,lovecloud usp23 白,,,,FALSE,Lovecloud,,,,,4560444114313,,,lovecloud usp23 白,,156.,0.,0.,0.,0.05,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:27,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R3-08,1
,4560444114320,lovecloud usp24 黑,,,,FALSE,Lovecloud,,,,,4560444114320,,,lovecloud usp24 黑,,156.,0.,0.,0.,0.05,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:27,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R2-05,1
,4560444114337,lovecloud usp25 黑/白,,,,FALSE,Lovecloud,,,,,4560444114337,,,lovecloud usp25 黑/白,,156.,0.,0.,0.,0.09,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:26,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,R2-10,1
,4560444114344,lovecloud usp26 灰,,,,FALSE,Lovecloud,,,,,4560444114344,,,lovecloud usp26 灰,,156.,0.,0.,0.,0.08,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:26,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,R3-02,1
,4560444114351,lovecloud 情趣内裤usp27 绿,,,,FALSE,Lovecloud,,,,,4560444114351,,,lovecloud 情趣内裤usp27 绿,,156.,0.,0.,0.,0.08,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:26,liuxiyao,2017/7/10 23:56:12,liuxiyao,0,R2-06,1
,4890808018965,hustler electric cl106-hpnk 粉色,,,,FALSE,Hustler,,,,,4890808018965,,,hustler electric cl106-hpnk 粉色,,93.6,0.,0.,0.,0.16,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:26,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,S4-06,1
,4890808018989,hustler electric cl106-blk 粉色,,,,FALSE,Hustler,,,,,4890808018989,,,hustler electric cl106-blk 粉色,,93.6,0.,0.,0.,0.15,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:26,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,S4-07,1
,4890808019061,hustler electric cl095-wht  黑色,,,,FALSE,Hustler,,,,,4890808019061,,,hustler electric cl095-wht  黑色,,88.2,0.,0.,0.,0.08,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:25,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,S4-08,1
,4890808083581,hustler electric eh413-blk  黑色,,,,FALSE,Hustler,,,,,4890808083581,,,hustler electric eh413-blk  黑色,,57.6,0.,0.,0.,0.06,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:25,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,S4-11,1
,4890808109380,hustler hh49 黑色,,,,FALSE,Hustler,,,,,4890808109380,,,hustler hh49 黑色,,52.8,0.,0.,0.,0.08,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:25,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,S4-13,1
,017036995064,hustler hl246-red 红色,,,,FALSE,Hustler,,,,,017036995064,,,hustler hl246-red 红色,,74.4,0.,0.,0.,0.06,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:06:25,liuxiyao,2017/7/10 23:56:11,liuxiyao,0,S4-05,1
