图片,商家编码,商品名称,商品货号,商品简称,商品外部编码,允许负库存,商品分类,供应商,品牌,单位,备注,商品条码,商品条码2,商品条码3,规格名称,规格外部编码,标准售价,第二价格,第三价格,第四价格,重量(kg),销售积分,包装重量(kg),规格备注,扩展字段1,扩展字段2,扩展字段3,扩展字段4,扩展字段5,库存预警值,优先出库仓,库存同步类型,虚拟库存数,真实库存数,创建时间,创建人,修改时间,修改人,关联数,库位,打印数量
,6900060011109,睡衣枣色4645,,,,FALSE,极度诱惑,,,,,6900060011109,,,睡衣枣色4645,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:24,liuxiyao,2017/7/10 23:56:20,liuxiyao,0,K4-07,1
,6900060011108,睡衣枣色6139,,,,FALSE,极度诱惑,,,,,6900060011108,,,睡衣枣色6139,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:24,liuxiyao,2017/7/10 23:56:20,liuxiyao,0,K4-06,1
,6900060011107,睡衣粉色6139,,,,FALSE,极度诱惑,,,,,6900060011107,,,睡衣粉色6139,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:24,liuxiyao,2017/7/10 23:56:20,liuxiyao,0,K4-05,1
,6900060011106,睡衣枣色6135,,,,FALSE,极度诱惑,,,,,6900060011106,,,睡衣枣色6135,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:23,liuxiyao,2017/7/10 23:56:20,liuxiyao,0,K4-04,1
,6900060011105,睡衣粉色6135,,,,FALSE,极度诱惑,,,,,6900060011105,,,睡衣粉色6135,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:23,liuxiyao,2017/7/10 23:56:20,liuxiyao,0,K4-03,1
,6900060011104,睡衣枣色6154,,,,FALSE,极度诱惑,,,,,6900060011104,,,睡衣枣色6154,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:23,liuxiyao,2017/7/10 23:56:20,liuxiyao,0,K4-02,1
,6900060011103,睡衣枣色6181,,,,FALSE,极度诱惑,,,,,6900060011103,,,睡衣枣色6181,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:23,liuxiyao,2017/7/10 23:56:20,liuxiyao,0,K4-01,1
,6900060011102,睡衣粉色1107,,,,FALSE,极度诱惑,,,,,6900060011102,,,睡衣粉色1107,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:22,liuxiyao,2017/7/10 23:56:20,liuxiyao,0,K3-14,1
,6900060011101,睡衣枣色1107,,,,FALSE,极度诱惑,,,,,6900060011101,,,睡衣枣色1107,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:22,liuxiyao,2017/7/10 23:56:20,liuxiyao,0,K3-13,1
,6900060011100,睡衣枣色4644,,,,FALSE,极度诱惑,,,,,6900060011100,,,睡衣枣色4644,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:22,liuxiyao,2017/7/10 23:56:20,liuxiyao,0,K3-12,1
,6900060011099,睡衣黑色4644,,,,FALSE,极度诱惑,,,,,6900060011099,,,睡衣黑色4644,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:22,liuxiyao,2017/7/10 23:56:20,liuxiyao,0,K3-11,1
,6900060011098,睡衣粉色4642,,,,FALSE,极度诱惑,,,,,6900060011098,,,睡衣粉色4642,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:22,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K3-10,1
,6900060011097,睡衣黑色4641,,,,FALSE,极度诱惑,,,,,6900060011097,,,睡衣黑色4641,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:21,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K3-09,1
,6900060011096,睡衣白色4637,,,,FALSE,极度诱惑,,,,,6900060011096,,,睡衣白色4637,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:21,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K3-08,1
,6900060011095,睡衣粉色4635,,,,FALSE,极度诱惑,,,,,6900060011095,,,睡衣粉色4635,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:21,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K3-07,1
,6900060011094,睡衣枣色4612,,,,FALSE,极度诱惑,,,,,6900060011094,,,睡衣枣色4612,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:21,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K3-06,1
,6900060011093,睡衣黑色4611,,,,FALSE,极度诱惑,,,,,6900060011093,,,睡衣黑色4611,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:20,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K3-05,1
,6900060011092,睡衣粉色1732,,,,FALSE,极度诱惑,,,,,6900060011092,,,睡衣粉色1732,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:20,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K3-04,1
,6900060011091,和服透视蓝色4621,,,,FALSE,极度诱惑,,,,,6900060011091,,,和服透视蓝色4621,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:20,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K3-03,1
,6900060011090,和服透视枣色4621,,,,FALSE,极度诱惑,,,,,6900060011090,,,和服透视枣色4621,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:20,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K3-02,1
,6900060011089,和服透视黑色4621,,,,FALSE,极度诱惑,,,,,6900060011089,,,和服透视黑色4621,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:20,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K3-01,1
,6900060011088,和服透视粉色4621,,,,FALSE,极度诱惑,,,,,6900060011088,,,和服透视粉色4621,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:19,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K2-15,1
,6900060011087,制服透视蝴蝶结旗袍枣色6078,,,,FALSE,极度诱惑,,,,,6900060011087,,,制服透视蝴蝶结旗袍枣色6078,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:19,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K2-14,1
,6900060011086,制服透视蝴蝶结旗袍粉色6078,,,,FALSE,极度诱惑,,,,,6900060011086,,,制服透视蝴蝶结旗袍粉色6078,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:19,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K2-13,1
,6900060011085,制服透视旗袍枣色6075,,,,FALSE,极度诱惑,,,,,6900060011085,,,制服透视旗袍枣色6075,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:19,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K2-12,1
,6900060011084,制服透视旗袍黑色6075,,,,FALSE,极度诱惑,,,,,6900060011084,,,制服透视旗袍黑色6075,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:18,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K2-11,1
,6900060011083,制服透视旗袍粉色6075,,,,FALSE,极度诱惑,,,,,6900060011083,,,制服透视旗袍粉色6075,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:18,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K2-10,1
,6900060011082,制服学生装白粉色6023,,,,FALSE,极度诱惑,,,,,6900060011082,,,制服学生装白粉色6023,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:18,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K2-09,1
,6900060011081,制服警察装咖色6305,,,,FALSE,极度诱惑,,,,,6900060011081,,,制服警察装咖色6305,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:18,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K2-08,1
,6900060011080,制服肚皮舞装红色6047,,,,FALSE,极度诱惑,,,,,6900060011080,,,制服肚皮舞装红色6047,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:18,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K2-07,1
,6900060011079,制服女仆装蓝色015,,,,FALSE,极度诱惑,,,,,6900060011079,,,制服女仆装蓝色015,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:17,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K2-06,1
,6900060011078,制服女仆装桔色015,,,,FALSE,极度诱惑,,,,,6900060011078,,,制服女仆装桔色015,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:17,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K2-05,1
,6900060011077,制服女仆装天蓝色6258,,,,FALSE,极度诱惑,,,,,6900060011077,,,制服女仆装天蓝色6258,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:17,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K2-04,1
,6900060011076,制服学生装黑红色62551,,,,FALSE,极度诱惑,,,,,6900060011076,,,制服学生装黑红色62551,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:17,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K2-03,1
,6900060011075,制服学生装黑红色6066,,,,FALSE,极度诱惑,,,,,6900060011075,,,制服学生装黑红色6066,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:16,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K2-02,1
,6900060011074,制服女仆装黑粉色6249,,,,FALSE,极度诱惑,,,,,6900060011074,,,制服女仆装黑粉色6249,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:16,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K2-01,1
,6900060011073,制服护士装绿色8324,,,,FALSE,极度诱惑,,,,,6900060011073,,,制服护士装绿色8324,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:16,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K1-15,1
,6900060011072,制服护士装粉色6008,,,,FALSE,极度诱惑,,,,,6900060011072,,,制服护士装粉色6008,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:16,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K1-14,1
,6900060011071,制服护士装黑色6259,,,,FALSE,极度诱惑,,,,,6900060011071,,,制服护士装黑色6259,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:16,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K1-13,1
,6900060011070,制服护士装粉色6260,,,,FALSE,极度诱惑,,,,,6900060011070,,,制服护士装粉色6260,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:15,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K1-12,1
,6900060011069,制服空姐6308,,,,FALSE,极度诱惑,,,,,6900060011069,,,制服空姐6308,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:15,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,K1-11,1
,6900060011068,日本进口情趣内衣 手铐眼罩套装H7034BK,,,,FALSE,其他,,无品牌,,,6900060011068,,,日本进口情趣内衣 手铐眼罩套装H7034BK,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:15,liuxiyao,2017/7/10 23:56:03,liuxiyao,0,K1-10,1
,6900060011067,日本进口情趣内衣 牛仔女郎,,,,FALSE,其他,,无品牌,,,6900060011067,,,日本进口情趣内衣 牛仔女郎,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:14,liuxiyao,2017/7/10 23:56:03,liuxiyao,0,K1-08,1
,6900060011066,日本进口情趣内衣 警察,,,,FALSE,其他,,无品牌,,,6900060011066,,,日本进口情趣内衣 警察,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:14,liuxiyao,2017/7/10 23:56:03,liuxiyao,0,K1-07,1
,6900060011065,日本进口情趣内衣 学生套装,,,,FALSE,其他,,无品牌,,,6900060011065,,,日本进口情趣内衣 学生套装,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:14,liuxiyao,2017/7/10 23:56:03,liuxiyao,0,K1-06,1
,6900060011064,霏慕 帽子,,,,FALSE,霏慕,,霏慕,,,6900060011064,,,霏慕 帽子,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:13,liuxiyao,2017/7/10 23:56:19,liuxiyao,0,K1-03,1
,6900060011063,赠品吊袜带,,,,FALSE,其他,,无品牌,,,6900060011063,,,赠品吊袜带,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:13,liuxiyao,2017/7/10 23:56:03,liuxiyao,0,K1-02,1
,6900060011062,赠品丁字裤,,,,FALSE,其他,,无品牌,,,6900060011062,,,赠品丁字裤,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:13,liuxiyao,2017/7/10 23:56:03,liuxiyao,0,K1-01,1
,6900060011061,极度诱惑 C字裤桃色,,,,FALSE,极度诱惑,,,,,6900060011061,,,极度诱惑 C字裤桃色,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:13,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,J4-15,1
,6900060011060,极度诱惑 C字裤红色U0001,,,,FALSE,极度诱惑,,,,,6900060011060,,,极度诱惑 C字裤红色U0001,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/10 23:21:12,liuxiyao,2017/7/10 23:56:21,liuxiyao,0,J4-14,1
,6900060011059,极度诱惑 C字裤粉色U0001,,,,FALSE,极度诱惑,,,,,6900060011059,,,极度诱惑 C字裤粉色U0001,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:45,liuxiyao,,,0,J4-13,1
,6900060011058,极度诱惑 C字裤桃色U0002,,,,FALSE,极度诱惑,,,,,6900060011058,,,极度诱惑 C字裤桃色U0002,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:44,liuxiyao,,,0,J4-12,1
,6900060011057,极度诱惑 C字裤桃色U0001,,,,FALSE,极度诱惑,,,,,6900060011057,,,极度诱惑 C字裤桃色U0001,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:44,liuxiyao,,,0,J4-11,1
,6900060011056,极度诱惑 C字裤豹纹红U0006,,,,FALSE,极度诱惑,,,,,6900060011056,,,极度诱惑 C字裤豹纹红U0006,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:44,liuxiyao,,,0,J4-10,1
,6900060011055,极度诱惑 C字裤豹纹红U0007,,,,FALSE,极度诱惑,,,,,6900060011055,,,极度诱惑 C字裤豹纹红U0007,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:44,liuxiyao,,,0,J4-09,1
,6900060011054,极度诱惑 C字裤豹纹黑U0007,,,,FALSE,极度诱惑,,,,,6900060011054,,,极度诱惑 C字裤豹纹黑U0007,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:44,liuxiyao,,,0,J4-08,1
,6900060011053,极度诱惑 C字裤斑马黄U0008,,,,FALSE,极度诱惑,,,,,6900060011053,,,极度诱惑 C字裤斑马黄U0008,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:43,liuxiyao,,,0,J4-07,1
,6900060011052,极度诱惑 C字裤斑马黄U0006,,,,FALSE,极度诱惑,,,,,6900060011052,,,极度诱惑 C字裤斑马黄U0006,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:43,liuxiyao,,,0,J4-06,1
,6900060011051,极度诱惑 C字裤斑马黄U0007,,,,FALSE,极度诱惑,,,,,6900060011051,,,极度诱惑 C字裤斑马黄U0007,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:43,liuxiyao,,,0,J4-05,1
,6900060011050,霏慕 连身袜762,,,,FALSE,霏慕,,,,,6900060011050,,,霏慕 连身袜762,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:43,liuxiyao,,,0,J3-15,1
,6900060011049,霏慕 蕾丝兔耳朵面纱黑色,,,,FALSE,霏慕,,,,,6900060011049,,,霏慕 蕾丝兔耳朵面纱黑色,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,10,2017/7/11 0:33:43,liuxiyao,,,0,J3-14,1
,6900060011048,霏慕 绑带露背旗袍7053,,,,FALSE,霏慕,,,,,6900060011048,,,霏慕 绑带露背旗袍7053,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:42,liuxiyao,,,0,J3-13,1
,6900060011047,霏慕 空姐制服套装180,,,,FALSE,霏慕,,,,,6900060011047,,,霏慕 空姐制服套装180,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:42,liuxiyao,,,0,J3-12,1
,6900060011046,霏慕 吊带蕾丝睡裙8511黑色,,,,FALSE,霏慕,,,,,6900060011046,,,霏慕 吊带蕾丝睡裙8511黑色,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:42,liuxiyao,,,0,J3-11,1
,6900060011045,霏慕 开档露乳三点式64嘿色,,,,FALSE,霏慕,,,,,6900060011045,,,霏慕 开档露乳三点式64嘿色,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:42,liuxiyao,,,0,J3-10,1
,6900060011044,霏慕 开档露乳三点式64红色,,,,FALSE,霏慕,,,,,6900060011044,,,霏慕 开档露乳三点式64红色,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:41,liuxiyao,,,0,J3-09,1
,6900060011043,霏慕 透视睡裙8537(646)蓝色,,,,FALSE,霏慕,,,,,6900060011043,,,霏慕 透视睡裙8537(646)蓝色,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:41,liuxiyao,,,0,J3-08,1
,6900060011042,霏慕 透视睡裙8537(646)黑色,,,,FALSE,霏慕,,,,,6900060011042,,,霏慕 透视睡裙8537(646)黑色,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:41,liuxiyao,,,0,J3-07,1
,6900060011041,霏慕 蕾丝兔女郎7143,,,,FALSE,霏慕,,,,,6900060011041,,,霏慕 蕾丝兔女郎7143,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:41,liuxiyao,,,0,J3-06,1
,6900060011040,霏慕 蕾丝女佣装7044,,,,FALSE,霏慕,,,,,6900060011040,,,霏慕 蕾丝女佣装7044,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:41,liuxiyao,,,0,J3-05,1
,6900060011039,霏慕 三点式护士装8815,,,,FALSE,霏慕,,,,,6900060011039,,,霏慕 三点式护士装8815,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:40,liuxiyao,,,0,J3-04,1
,6900060011038,霏慕 连体衣8759红色,,,,FALSE,霏慕,,,,,6900060011038,,,霏慕 连体衣8759红色,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:40,liuxiyao,,,0,J3-03,1
,6900060011037,霏慕 连体衣8759黑色,,,,FALSE,霏慕,,,,,6900060011037,,,霏慕 连体衣8759黑色,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:40,liuxiyao,,,0,J3-02,1
,6900060011036,霏慕 露背学生装7016,,,,FALSE,霏慕,,,,,6900060011036,,,霏慕 露背学生装7016,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:40,liuxiyao,,,0,J3-01,1
,6900060011035,霏慕 女警制服7040,,,,FALSE,霏慕,,,,,6900060011035,,,霏慕 女警制服7040,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:39,liuxiyao,,,0,J2-15,1
,6900060011034,欧姿丽雅 情趣内衣1306（黑色）,,,,FALSE,欧姿丽雅,,,,,6900060011034,,,欧姿丽雅 情趣内衣1306（黑色）,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:39,liuxiyao,,,0,J2-14,1
,6900060011033,欧姿丽雅 情趣内衣2113T（粉色）,,,,FALSE,欧姿丽雅,,,,,6900060011033,,,欧姿丽雅 情趣内衣2113T（粉色）,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:39,liuxiyao,,,0,J2-13,1
,6900060011032,欧姿丽雅 情趣内衣008红,,,,FALSE,欧姿丽雅,,,,,6900060011032,,,欧姿丽雅 情趣内衣008红,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:39,liuxiyao,,,0,J2-12,1
,6900060011031,欧姿丽雅 情趣内衣008绿,,,,FALSE,欧姿丽雅,,,,,6900060011031,,,欧姿丽雅 情趣内衣008绿,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,不同步库存,0,0,2017/7/11 0:33:39,liuxiyao,,,0,J2-11,1
,4571149924800,HSG美腿裤,,,,FALSE,HSG,,,,,4571149924800,,,HSG美腿裤,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:21:25,liuxiyao,2017/7/10 23:56:22,liuxiyao,0,K4-10,1
,716770015600,CEN开档皮裤,,,,FALSE,CEN,,,,,716770015600,,,CEN开档皮裤,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:21:24,liuxiyao,2017/7/10 23:56:07,liuxiyao,0,K4-09,1
,6039121156116,pipedream漆皮裤,,,,FALSE,Pipedream,,Pipedream,,,6039121156116,,,pipedream漆皮裤,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:21:24,liuxiyao,2017/7/10 23:56:22,liuxiyao,0,K4-08,1
,6900060010068,日本进口情趣内衣 手铐眼罩套装H7034BK,,,,FALSE,其他,,无品牌,,,6900060010068,,,日本进口情趣内衣 手铐眼罩套装H7034BK,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:21:15,liuxiyao,2017/7/10 23:56:03,liuxiyao,0,K1-10,1
,71043480493,日本进口情趣内衣 ,,,,FALSE,其他,,无品牌,,,71043480493,,,日本进口情趣内衣 ,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:21:15,liuxiyao,2017/7/10 23:56:03,liuxiyao,0,K1-09,1
,6900060010067,日本进口情趣内衣 牛仔女郎,,,,FALSE,其他,,无品牌,,,6900060010067,,,日本进口情趣内衣 牛仔女郎,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:21:14,liuxiyao,2017/7/10 23:56:03,liuxiyao,0,K1-08,1
,6900060010066,日本进口情趣内衣 警察,,,,FALSE,其他,,无品牌,,,6900060010066,,,日本进口情趣内衣 警察,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:21:14,liuxiyao,2017/7/10 23:56:03,liuxiyao,0,K1-07,1
,6900060010065,日本进口情趣内衣 学生套装,,,,FALSE,其他,,无品牌,,,6900060010065,,,日本进口情趣内衣 学生套装,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:21:14,liuxiyao,2017/7/10 23:56:03,liuxiyao,0,K1-06,1
,4940773561611,日本进口情趣内衣6161,,,,FALSE,其他,,无品牌,,,4940773561611,,,日本进口情趣内衣6161,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:21:14,liuxiyao,2017/7/10 23:56:03,liuxiyao,0,K1-05,1
,4940773549022,日本进口情趣内衣4209,,,,FALSE,其他,,无品牌,,,4940773549022,,,日本进口情趣内衣4209,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:21:14,liuxiyao,2017/7/10 23:56:03,liuxiyao,0,K1-04,1
,6900060010063,赠品吊袜带,,,,FALSE,其他,,无品牌,,,6900060010063,,,赠品吊袜带,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:21:13,liuxiyao,2017/7/10 23:56:03,liuxiyao,0,K1-02,1
,6900060010062,赠品丁字裤,,,,FALSE,其他,,无品牌,,,6900060010062,,,赠品丁字裤,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:21:13,liuxiyao,2017/7/10 23:56:03,liuxiyao,0,K1-01,1
,6937486676013,霏慕 开档露乳三点式7601黑色,,,,FALSE,霏慕,,,,,6937486676013,,,霏慕 开档露乳三点式7601黑色,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:21:09,liuxiyao,2017/7/10 23:56:19,liuxiyao,0,J4-04,1
,TNY7875001,霏慕 连体衣7875黑色,,,,FALSE,霏慕,,,,,TNY7875001,,,霏慕 连体衣7875黑色,,0.,0.,0.,0.,0.,0.,0.,,,,,,,0,,同步真实库存,0,0,2017/7/10 23:21:09,liuxiyao,2017/7/10 23:56:20,liuxiyao,0,J4-03,1
